facility no.,school name,total paid,count of adv pay students,count of reg students,total count of students
25201039,AMERICAN SAFETY PROGRAMS AND TRAINING INC,90,0,6,6
26017330,AMERICAN SCHOOL OF BUSINESS INC,15,0,1,1
21014206,AMERICAN SENTINEL UNIVERSITY,900,0,60,60
25034046,AMERICAN SPIRIT INSTITUTE,240,0,16,16
25595725,AMERICAN TRADE SCHOOL,150,0,10,10
25069536,AMERICAN TRUCK DRIVING SCHOOL INC,15,0,1,1
25142905,AMERICAN TRUCK SCHOOL,180,0,12,12
15007105,AMERICAN TRUCK SCHOOL,45,0,3,3
31106109,AMERICAN UNIVERSITY,9090,0,606,606
31177878,AMERICAN UNIVERSITY IN BULGARIA,45,0,3,3
31100968,AMERICAN UNIVERSITY IN CAIRO,15,0,1,1
31100696,AMERICAN UNIVERSITY OF ANTIGUA,255,0,17,17
31004099,AMERICAN UNIVERSITY OF BEIRUT,90,0,6,6
31000569,AMERICAN UNIVERSITY OF CENTRAL ASIA,15,0,1,1
21112505,AMERICAN UNIVERSITY OF HEALTH SCIENCES,225,0,15,15
31000879,AMERICAN UNIVERSITY OF PARIS,495,0,33,33
31012063,AMERICAN UNIVERSITY OF PUERTO RICO,765,0,51,51
31200084,AMERICAN UNIVERSITY OF ROME,300,0,20,20
22100096,AMERICAN UNIVERSITY OF THE CARIBBEAN,90,0,6,6
31800078,AMERICAN UNIVERSITY-BOSNIA,15,0,1,1
24808735,AMERICAN WINDS COLLEGE OF AERONAUTICS,150,0,10,10
25564135,AMERICAN WINDS FLIGHT ACADEMY,45,0,3,3
25577825,AMERICAN WOODWORKING ACADEMY INC,120,0,8,8
25074813,AMERICARE TECHNICAL SCHOOL,45,0,3,3
21001744,AMERITECH COLLEGE-DRAPER,600,0,40,40
25395032,AMG SCHOOL OF LICENSED PRACTICAL NURSING,75,0,5,5
31000221,AMHERST COLLEGE,60,0,4,4
15027813,AMOS ALONZO STAGG HIGH SCHOOL,15,0,1,1
31904401,AMRIDGE UNIVERSITY,825,0,55,55
25259310,AMS FLIGHT SCHOOL,180,0,12,12
21117605,ANAHEIM UNIVERSITY,30,0,2,2
25425647,ANCIENT ARTS MASSAGE SCHOOL,15,0,1,1
34904414,ANCILLA COLLEGE,120,0,8,8
34003440,ANDERSON UNIVERSITY,1335,0,89,89
31000114,ANDERSON UNIVERSITY,435,0,29,29
34000211,ANDREW COLLEGE,210,0,14,14
31903122,ANDREWS UNIVERSITY,660,0,44,44
25039243,ANGELAS PLACE DBA CONLEES COL OF COSMETOLOGY,30,0,2,2
21122305,ANGELES COLLEGE,15,0,1,1
25178805,ANGELES INSTITUTE,60,0,4,4
31956162,ANGELES UNIVERSITY FOUNDATION,450,0,30,30
14947443,ANGELINA COLLEGE,2280,0,152,152
11000543,ANGELO STATE UNIVERSITY,7590,0,506,506
11001474,ANGLIA RUSKIN UNIVERSITY,420,0,28,28
31000178,ANGLO-AMERICAN UNIVERSITY,75,0,5,5
31005074,ANGLO-EUROPEAN COLLEGE OF CHIROPRACTIC,15,0,1,1
25138005,ANIMAL BEHAVIOR COLLEGE,480,0,32,32
25172905,ANIMAL BEHAVIOR COLLEGE,420,0,28,28
25180405,ANIMATION MENTORS,30,0,2,2
12002040,ANMED HEALTH,15,0,1,1
25146643,ANN WEBB SKIN INSTITUTE,210,0,14,14
31003521,ANNA MARIA COLLEGE,870,0,58,58
14902420,ANNE ARUNDEL COMMUNITY COLLEGE,12780,0,852,852
14927423,ANOKA TECHNICAL COLLEGE,885,0,59,59
14965423,ANOKA-RAMSEY COMMUNITY COLLEGE,3555,0,237,237
25062046,ANOTHER LEVEL BARBERING & COSMETOLOGY SCHOOL,150,0,10,10
25103743,ANSON AIR LLC,45,0,3,3
14920105,ANTELOPE VALLEY COLLEGE,4620,0,308,308
25804932,ANTHONY JERONE'S SCHOOL OF DOG TRAINING & CAREER INC,45,0,3,3
31829605,ANTIOCH UNIVERSITY-LOS ANGELES,915,0,61,61
31851935,ANTIOCH UNIVERSITY-MIDWEST,225,0,15,15
31907029,ANTIOCH UNIVERSITY-NEW ENGLAND,270,0,18,18
31975535,ANTIOCH UNIVERSITY-ONLINE,90,0,6,6
31852335,ANTIOCH UNIVERSITY-PHD PROGRAM IN LEADERSHIP AND CHANGE,75,0,5,5
31829505,ANTIOCH UNIVERSITY-SANTA BARBARA,90,0,6,6
31356047,ANTIOCH UNIVERSITY-SEATTLE,255,0,17,17
249C3435,ANTONELLI COLLEGE-CINCINNATI,60,0,4,4
24801224,ANTONELLI COLLEGE-HATTIESBURG,255,0,17,17
24801124,ANTONELLI COLLEGE-JACKSON,195,0,13,13
25579525,ANTONIO'S BARBER COLLEGE,45,0,3,3
25481247,ANVIL WELDING INSTRUCTION,105,0,7,7
21033543,AOMA GRADUATE SCHOOL OF INTEGRATIVE MEDICINE,180,0,12,12
15484610,APARICIO-LEVY TECHNICAL COLLEGE,75,0,5,5
31101476,APEC UNIVERSITY,60,0,4,4
25576735,APEX ACADEMY HAIR-SKIN-NAILS SCHOOL OF COSMETOLOGY,15,0,1,1
25006116,APEX CDL INSTITUTE LLC,270,0,18,18
31012933,APEX SCHOOL OF THEOLOGY,615,0,41,41
28358032,APEX TECHNICAL SCHOOL,4260,0,284,284
25009644,APEX TRUCKING LLC,30,0,2,2
25180262,APICIUS CULINARY ARTS & HOTEL MANAGEMENT INC SUCAT,15,0,1,1
31123884,APICIUS INTER SCHOOL OF HOSP,60,0,4,4
25035506,APLMED ACADEMY,15,0,1,1
15510835,APOLLO CAREER CENTER,285,0,19,19
21000126,APOLLOS UNIVERSITY,60,0,4,4
34003223,APOSTOLIC BIBLE INSTITUTE,30,0,2,2
28588917,APPALACHIAN BEAUTY SCHOOL,15,0,1,1
31901048,APPALACHIAN BIBLE COLLEGE,75,0,5,5
31011946,APPALACHIAN COLLEGE OF PHARMACY,75,0,5,5
31024546,APPALACHIAN SCHOOL OF LAW,135,0,9,9
11006533,APPALACHIAN STATE UNIVERSITY,10950,0,730,730
25032342,APPALACHIAN TRAINING CENTER FOR HEALING ARTS,15,0,1,1
25107464,APPLIED COMPUTER TRAINING,435,0,29,29
25110664,APPLIED COMPUTER TRAINING & TECHNOLOGY INC,375,0,25,25
25573725,APPLIED TECHNOLOGY SERVICES,60,0,4,4
15586825,APPLIED TECHNOLOGY SERVICES,15,0,1,1
35058313,APPRAISAL INSTITUTE,15,0,1,1
20007438,APPRENTICESHIP TRAINING FOR ELECTRICAL INDUSTRY IBEW LOC 98,45,0,3,3
25106424,APRILS MANE ATTRACTION INC ACADEMY,135,0,9,9
31000922,AQUINAS COLLEGE,240,0,16,16
31116625,AQUINAS INSTITUTE OF THEOLOGY,30,0,2,2
14933406,ARAPAHOE COMMUNITY COLLEGE,4890,0,326,326
21957162,ARAULLO UNIVERSITY,15,0,1,1
25034242,ARBOR COLLEGE-SCHOOL OF MASSAGE,30,0,2,2
25067736,ARBUCKLE TRUCK DRIVING SCHOOL INC,180,0,12,12
25080801,ARC PRO INC-PIPE WELDING SCHOOL,240,0,16,16
31995138,ARCADIA UNIVERSITY,1020,0,68,68
15581225,ARCADIA VALLEY HIGH,15,0,1,1
25134943,ARCLABS,570,0,38,38
25001940,ARCLABS-COLUMBIA,675,0,45,45
25004040,ARCLABS-HANAHAN,405,0,27,27
25001540,ARCLABS-PIEDMONT,315,0,21,21
20255537,AREA II INSIDE ELECTRICAL JATC,15,0,1,1
20240937,AREA III INSIDE ELECTRICAL JATC,15,0,1,1
20227737,AREA V INSIDE ELECTRICAL JATC,15,0,1,1
21958162,ARELLANO UNIVERSITY - MANILA,15,0,1,1
21708062,ARELLANO UNIVERSITY - PASIG,15,0,1,1
21005011,ARGOSY UNIVERSITY-ATLANTA,1230,0,82,82
31016805,ARGOSY UNIVERSITY-LOS ANGELES,570,0,38,38
21011346,ARGOSY UNIVERSITY-NORTHERN VA,600,0,40,40
31016405,ARGOSY UNIVERSITY-ORANGE COUNTY,660,0,44,44
31016605,ARGOSY UNIVERSITY-SAN FRANCISCO BAY AREA,555,0,37,37
21057310,ARGOSY UNIVERSITY-SARASOTA,255,0,17,17
31048813,ARGOSY UNIVERSITY-SCHAUMBURG,45,0,3,3
21058510,ARGOSY UNIVERSITY-TAMPA,705,0,47,47
31001523,ARGOSY UNIVERSITY-TWIN CITIES,720,0,48,48
32914538,ARIA HEALTH SCHOOL OF NURSING,15,0,1,1
25814203,ARIZONA ACADEMY OF BEAUTY,15,0,1,1
25022603,ARIZONA ACADEMY OF EMERGENCY SERVICES,570,0,38,38
25020203,ARIZONA AERO TECH,150,0,10,10
25818503,ARIZONA AUTOMOTIVE INSTITUTE,3525,0,235,235
31001403,ARIZONA CHRISTIAN UNIVERSITY,405,0,27,27
24943403,ARIZONA COLLEGE-GLENDALE,375,0,25,25
21905928,ARIZONA COLLEGE-LAS VEGAS,480,0,32,32
21006703,ARIZONA COLLEGE-MESA,780,0,52,52
25021203,ARIZONA CULINARY INSTITUTE,525,0,35,35
25815403,ARIZONA FLIGHT TRAINING CENTER,150,0,10,10
21002803,ARIZONA SCHOOL OF ACUPUNCTURE & ORIENTAL MEDICINE,15,0,1,1
25020703,ARIZONA SCHOOL OF INTEGRATIVE STUDIES-PRESCOTT,15,0,1,1
25818103,ARIZONA SCHOOL OF INTEGRATIVE STUDIES-TUCSON,105,0,7,7
25028703,ARIZONA SCHOOL OF REAL ESTATE AND BUSINESS,15,0,1,1
11905103,ARIZONA STATE UNIVERSITY-TEMPE,93450,0,6230,6230
14911403,ARIZONA WESTERN COLLEGE,4875,0,325,325
25011504,ARKANSAS ACADEMY OF HAIR DESIGN,45,0,3,3
25030504,ARKANSAS ACADEMY OF HAIR DESIGN II,15,0,1,1
31913104,ARKANSAS BAPTIST COLLEGE,390,0,26,26
25006804,ARKANSAS BEAUTY COLLEGE,45,0,3,3
25011804,ARKANSAS BEAUTY SCHOOL,60,0,4,4
25006204,ARKANSAS COLLEGE OF BARBERING AND HAIR DESIGN,225,0,15,15
25036804,ARKANSAS COLLEGE OF MASSAGE,15,0,1,1
31000304,ARKANSAS COLLEGES OF HEALTH EDUCATION,75,0,5,5
25802804,ARKANSAS ELITE WELDING ACADEMY,45,0,3,3
25007004,ARKANSAS HORSESHOEING SCHOOL INC,75,0,5,5
15061904,ARKANSAS LAW ENFORCEMENT TRAINING,30,0,2,2
15007404,ARKANSAS LAW ENFORCEMENT TRAINING ACADEMY,45,0,3,3
15039504,ARKANSAS LAW ENFORCEMENT TRAINING ACADEMY - CENTRAL,60,0,4,4
14932404,ARKANSAS NORTHEASTERN COLLEGE,450,0,30,30
25036904,ARKANSAS REAL ESTATE SCHOOL,90,0,6,6
25801104,ARKANSAS SCHOOL OF MASSAGE,45,0,3,3
15064204,ARKANSAS STATE POLICE RECRUIT SCHOOL,75,0,5,5
14926404,ARKANSAS STATE UNIVERSITY MID-SOUTH,570,1,37,38
14940404,ARKANSAS STATE UNIVERSITY-BEEBE,4365,0,291,291
11820104,ARKANSAS STATE UNIVERSITY-MAIN CAMPUS,6720,0,448,448
14942404,ARKANSAS STATE UNIVERSITY-MOUNTAIN HOME,1305,0,87,87
14941404,ARKANSAS STATE UNIVERSITY-NEWPORT,915,0,61,61
11001404,ARKANSAS TECH UNIVERSITY,5910,0,394,394
14925604,ARKANSAS TECH UNIVERSITY,1155,0,77,77
28000004,ARKANSAS WELDING ACADEMY,195,0,13,13
31024843,ARLINGTON BAPTIST COLLEGE,195,0,13,13
25045043,ARLINGTON CAREER INSTITUTE,525,0,35,35
15101643,ARLINGTON POLICE ACADEMY,45,0,3,3
25008542,ARNOLD'S BEAUTY SCHOOL,15,0,1,1
32000332,ARNOT HEALTH GRADUATE MEDICAL EDUCATION,15,0,1,1
32836632,ARNOT OGDEN MEDICAL CENTER-SCHOOL OF NURSING,15,0,1,1
31006235,ART ACADEMY OF CINCINNATI,90,0,6,6
25001348,ART AND SCIENCE INSTITUTE OF COSMETOLOGY AND MASSAGE THERAPY,30,0,2,2
31501305,ART CENTER COLLEGE OF DESIGN,315,0,21,21
35010705,ART OF ACTING STUDIO,30,0,2,2
25005004,ARTHURS BEAUTY COLLEGE-FORT SMITH,30,0,2,2
25006504,ARTHURS BEAUTY COLLEGE-JACKSONVILLE,90,0,6,6
25035104,ARTHURS BEAUTY COLLEGE-JONESBORO,15,0,1,1
25013004,ARTHUR'S BEAUTY SCHOOL INC-CONWAY,45,0,3,3
25002748,ARTISAN SCHOOL OF COSMETOLOGY,45,0,3,3
25493510,ARTISTIC NAILS AND BEAUTY ACADEMY-LAKELAND,105,0,7,7
25445110,ARTISTIC NAILS AND BEAUTY ACADEMY-TAMPA,390,0,26,26
11003374,ARTS UNIVERSITY BOURNEMOUTH,15,0,1,1
24907432,ASA COLLEGE,1035,0,69,69
21819210,ASA COLLEGE-HIALEAH,60,0,4,4
31506417,ASBURY THEOLOGICAL SEMINARY,540,0,36,36
31058910,ASBURY THEOLOGICAL SEMINARY,90,0,6,6
31000117,ASBURY UNIVERSITY,390,0,26,26
24931028,ASHER COLLEGE,1155,0,77,77
24008805,ASHER COLLEGE,1065,0,71,71
24040143,ASHER COLLEGE DALLAS,495,0,33,33
14923433,ASHEVILLE-BUNCOMBE TECHNICAL COMMUNITY COLLEGE,4605,0,307,307
21007103,ASHFORD UNIVERSITY,104625,0,6975,6975
14002117,ASHLAND COMMUNITY AND TECHNICAL COLLEGE,1605,0,107,107
15547735,ASHLAND COUNTY-WEST HOLMES CAREER CENTER,75,0,5,5
25001637,ASHLAND INSTITUTE OF MASSAGE,30,0,2,2
31004735,ASHLAND THEOLOGICAL SEMINARY,165,0,11,11
31115122,ASHLAND THEOLOGICAL SEMINARY-DETROIT CENTER,75,0,5,5
31000235,ASHLAND UNIVERSITY,1725,0,115,115
15527235,ASHTABULA COUNTY TECHNICAL AND CAREER CENTER,90,0,6,6
21917411,ASHWORTH COLLEGE,7230,0,482,482
25917411,ASHWORTH COLLEGE,165,0,11,11
25019230,ASI CAREER INSTITUTE LLC,30,0,2,2
21143062,ASIAN COLLEGE OF SCIENCE & TECHNOLOGY,30,0,2,2
14913407,ASNUNTUCK COMMUNITY COLLEGE,1335,0,89,89
25014820,ASPEN BEAUTY ACADEMY OF LAUREL,45,0,3,3
21013206,ASPEN UNIVERSITY,1845,0,123,123
25145705,ASSOCIATED BARBER COLLEGE OF SAN DIEGO INC,765,0,51,51
30004020,ASSOCIATED BUILDERS & CONTRACTORS BALTIMORE METRO CHAPTER,15,0,1,1
30708527,ASSOCIATED BUILDERS & CONTRACTORS-OMAHA,15,0,1,1
20745835,ASSOCIATED BUILDERS AND CONTRACTORS INCORPORATED OF OHIO VALLEY CHAPTE,15,0,1,1
35124143,ASSOCIATED LOCKSMITHS OF AMERICA TRNG CTR,15,0,1,1
25186805,ASSOCIATED TECHNICAL COLLEGE-SAN DIEGO,435,0,29,29
25010249,ASSOCIATED TRAINING SERVICES CORP,3270,0,218,218
25062146,ASSOCIATES IN EMERGENCY CARE LLC AEC TRAINING CENTER,165,0,11,11
38019123,ASSOCIATION FREE LUTHERAN BIBLE SCHOOL,30,0,2,2
31920121,ASSUMPTION COLLEGE,375,0,25,25
31006269,ASSUMPTION UNIVERSITY,135,0,9,9
11203674,ASTON UNIVERSITY,45,0,3,3
25102143,ASTRODOME CAREER CENTERS,15,0,1,1
25209222,ASTUTE ARTISTRY LLC DBA DSDT,720,0,48,48
249E2410,ATA CAREER EDUCATION,300,0,20,20
24523117,ATA COLLEGE,270,0,18,18
24010135,ATA COLLEGE-CINCINNATI,270,0,18,18
21037543,ATC EAST HOUSTON,105,0,7,7
25043043,ATDS,30,0,2,2
25171905,A-TECHNICAL COLLEGE,60,0,4,4
25391132,ATELIER ESTHETIQUE INSTITUTE OF  ESTHETICS,120,0,8,8
31913463,ATENAS COLLEGE,105,0,7,7
31003662,ATENEO DE DAVAO UNIVERSITY,30,0,2,2
31003762,ATENEO DE MANILA UNIVERSITY,120,0,8,8
31907162,ATENEO DE NAGA,30,0,2,2
31004062,ATENEO PROFESSIONAL SCHOOLS,30,0,2,2
11102875,ATHABASCA UNIVERSITY,30,0,2,2
31961135,ATHENAEUM OF OHIO,45,0,3,3
11000301,ATHENS STATE UNIVERSITY,2685,0,179,179
14970411,ATHENS TECHNICAL COLLEGE,2625,0,175,175
25031206,AT-HOME PROFESSIONS,90,0,6,6
25033911,ATLANTA AREA CHAPTER APPRAISAL INSTITUTE,15,0,1,1
24904411,ATLANTA INSTITUTE OF MUSIC AND MEDIA,495,0,33,33
14981411,ATLANTA METROPOLITAN STATE COLLEGE,1875,0,125,125
14900411,ATLANTA TECHNICAL COLLEGE,4155,0,277,277
31000911,ATLANTA'S JOHN MARSHALL LAW SCHOOL,435,0,29,29
14910130,ATLANTIC CAPE COMMUNITY COLLEGE,2085,0,139,139
28023119,ATLANTIC CAPTAIN'S ACADEMY,45,0,3,3
15002530,ATLANTIC COUNTY POLICE TRAINING CENTER,60,0,4,4
18001030,ATLANTIC COUNTY VOCATIONAL TECHNICAL SCHOOL,30,0,2,2
31062210,ATLANTIC INSTITUTE OF ORIENTAL MEDICINE,60,0,4,4
18868210,ATLANTIC TECHNICAL COLLEGE,795,0,53,53
31925046,ATLANTIC UNIVERSITY,285,0,19,19
31912963,ATLANTIC UNIVERSITY COLLEGE,1020,0,68,68
21062610,ATLANTIS UNIVERSITY,300,0,20,20
25807062,ATLAS CULINARY INSTITUTE,15,0,1,1
25078413,ATS INSTITUTE OF TECHNOLOGY,75,0,5,5
15527435,AUBURN CAREER CENTER,105,0,7,7
11000201,AUBURN UNIVERSITY,19980,0,1332,1332
11802101,AUBURN UNIVERSITY AT MONTGOMERY,8145,0,543,543
11100899,AUCKLAND UNIVERSITY OF TECHNOLOGY,45,0,3,3
31200879,AUDENCIA BUSINESS SCHOOL,15,0,1,1
25112443,AUDIO ENGINEARING INSTITUTE,225,0,15,15
31000123,AUGSBURG UNIVERSITY,1275,0,85,85
25017911,AUGUSTA SCHOOL OF MASSAGE INC,165,0,11,11
14920411,AUGUSTA TECHNICAL COLLEGE,11520,0,768,768
11907111,AUGUSTA UNIVERSITY,10095,2,671,673
15008111,AUGUSTA UNIVERSITY DIVISION OF PROFESSIONAL AND COMMUNITY EDUCATION,315,0,21,21
31970113,AUGUSTANA COLLEGE,420,0,28,28
31906041,AUGUSTANA UNIVERSITY,450,0,30,30
24041443,AUGUSTE ESCOFFIER SCHOOL OF CULINARY ARTS-AUSTIN,1335,0,89,89
24021106,AUGUSTE ESCOFFIER SCHOOL OF CULINARY ARTS-BOULDER,4050,0,270,270
31014906,AUGUSTINE INSTITUTE,120,0,8,8
32969235,AULTMAN COLLEGE OF NURSING AND HEALTH SCIENCES,240,0,16,16
28002308,AURORA ACADEMY OF HAIR DESIGN,90,0,6,6
31916113,AURORA UNIVERSITY,1650,0,110,110
25111043,AUSTIN ACADEMY OF AVIATION,30,0,2,2
25142543,AUSTIN CAREER INSTITUTE LLC,120,0,8,8
31000743,AUSTIN COLLEGE,240,0,16,16
14977443,AUSTIN COMMUNITY COLLEGE DISTRICT,41955,1,2796,2797
15083743,AUSTIN FIRE DEPARTMENT TRNG ACAD,60,0,4,4
31027343,AUSTIN GRADUATE SCHOOL OF THEOLOGY,30,0,2,2
25093212,AUSTIN KADE ACADEMY,90,0,6,6
11880042,AUSTIN PEAY STATE UNIVERSITY,33795,0,2253,2253
11880142,AUSTIN PEAY STATE UNIVERSITY-FT CAMPBELL,15,0,1,1
15072143,AUSTIN POLICE DEPT TRNG ACAD,150,0,10,10
319K3143,AUSTIN PRESBYTERIAN THEOLOGICAL SEMINARY,15,0,1,1
25008642,AUSTIN'S BEAUTY COLLEGE INC,330,0,22,22
11102570,AUSTRALIAN CATHOLIC UNIVERSITY,45,0,3,3
11000270,AUSTRALIAN NATIONAL UNIVERSITY,30,0,2,2
25031163,AUTOMECA TECHNICAL COLLEGE-AGUADILLA,45,0,3,3
25031263,AUTOMECA TECHNICAL COLLEGE-BAYAMON,120,0,8,8
25031363,AUTOMECA TECHNICAL COLLEGE-CAGUAS,75,0,5,5
25031063,AUTOMECA TECHNICAL COLLEGE-PONCE,90,0,6,6
25020803,AUTOMOTIVE DEALERSHIP INSTITUTE,195,0,13,13
25000638,AUTOMOTIVE TRAINING CENTER-EXTON,330,0,22,22
25302638,AUTOMOTIVE TRAINING CENTER-WARMINSTER,195,0,13,13
25021706,AVALON SCHOOL OF COSMETOLOGY,30,0,2,2
25133705,AVALON SCHOOL OF COSMETOLOGY-ALAMEDA,75,0,5,5
25004544,AVALON SCHOOL OF COSMETOLOGY-LAYTON,150,0,10,10
25025603,AVALON SCHOOL OF COSMETOLOGY-MESA,90,0,6,6
25006103,AVALON SCHOOL OF COSMETOLOGY-PHOENIX,330,0,22,22
25133343,AVALON SCHOOL OF MASSAGE,60,0,4,4
25135943,AVANTE LASER TRAINING INSTITUTE,60,0,4,4
31062710,AVE MARIA SCHOOL OF LAW,180,0,12,12
31970110,AVE MARIA UNIVERSITY,585,0,39,39
25565835,AVEDA FREDRIC'S INSTITUTE-CINCINNATI,90,0,6,6
25507414,AVEDA FREDRICS INSTITUTE-INDIANAPOLIS,165,0,11,11
25178905,AVEDA INSTITUTE,180,0,12,12
25020811,AVEDA INSTITUTE ATLANTA,195,0,13,13
25133443,AVEDA INSTITUTE AUSTIN,285,0,19,19
25080901,AVEDA INSTITUTE BIRMINGHAM,150,0,10,10
25129543,AVEDA INSTITUTE CORPUS CHRISTI,105,0,7,7
25007120,AVEDA INSTITUTE MARYLAND,30,0,2,2
28117423,AVEDA INSTITUTE MINNEAPOLIS,150,0,10,10
25388832,AVEDA INSTITUTE NEW YORK,165,0,11,11
25000437,AVEDA INSTITUTE PORTLAND,60,0,4,4
28509118,AVEDA INSTITUTE-BATON ROUGE,60,0,4,4
25092612,AVEDA INSTITUTE-BOISE,15,0,1,1
25012333,AVEDA INSTITUTE-CHAPEL HILL,255,0,17,17
25571935,AVEDA INSTITUTE-COLUMBUS,165,0,11,11
25125043,AVEDA INSTITUTE-COVINGTON,210,0,14,14
25057918,AVEDA INSTITUTE-COVINGTON,45,0,3,3
25034706,AVEDA INSTITUTE-DENVER,375,0,25,25
28217115,AVEDA INSTITUTE-DES MOINES,60,0,4,4
25092743,AVEDA INSTITUTE-HOUSTON,210,0,14,14
25496010,AVEDA INSTITUTE-JACKSONVILLE,315,0,21,21
28004818,AVEDA INSTITUTE-LAFAYETTE,75,0,5,5
25010528,AVEDA INSTITUTE-LAS VEGAS,240,0,16,16
25035042,AVEDA INSTITUTE-NASHVILLE,165,0,11,11
25103931,AVEDA INSTITUTE-NEW MEXICO,75,0,5,5
25063518,AVEDA INSTITUTE-NEW ORLEANS,75,0,5,5
25818703,AVEDA INSTITUTE-PHOENIX,105,0,7,7
25005944,AVEDA INSTITUTE-PROVO,105,0,7,7
25100543,AVEDA INSTITUTE-SAN ANTONIO,345,0,23,23
25486810,AVEDA INSTITUTE-SOUTH FLORIDA,150,0,10,10
25482310,AVEDA INSTITUTE-TALLAHASSEE,150,0,10,10
25500110,AVEDA INSTITUTE-TAMPA BAY,330,0,22,22
25026903,AVEDA INSTITUTE-TUCSON,75,0,5,5
25486310,AVEDA INSTITUTE-WINTER PARK,285,0,19,19
25078113,AVEL FLIGHT SCHOOL AIRCRAFT DISPATCHER PROGRAM,15,0,1,1
25074713,AVEL FLIGHT SCHOOL INC,15,0,1,1
25111143,AVENUE 5,30,0,2,2
25078613,AVENUE ACADEMY OF BEAUTY AND CULTURE,105,0,7,7
25113043,AVENUE FIVE INSTITUTE,435,0,29,29
31005946,AVERETT UNIVERSITY,1845,0,123,123
31928046,AVERETT UNIVERSITY-QUANTICO,345,0,23,23
31928246,AVERETT UNIVERSITY-RICHMOND,255,0,17,17
25066118,AVERY JAMES SCHOOL OF COSMETOLOGY,75,0,5,5
25145743,AVIATION ACADEMY OF AMERICA INC HONDO,120,0,8,8
25058046,"AVIATION ADVENTURES, LLC",135,0,9,9
25115343,AVIATION COURSES LTD,15,0,1,1
25178105,AVIATION INSTITUTE OF MAINTENANCE,1545,0,103,103
25014028,AVIATION INSTITUTE OF MAINTENANCE - AIM,2265,0,151,151
24958511,AVIATION INSTITUTE OF MAINTENANCE-ATLANTA,2880,0,192,192
25002911,AVIATION INSTITUTE OF MAINTENANCE-ATLANTA,2715,0,181,181
25850046,AVIATION INSTITUTE OF MAINTENANCE-CHESAPEAKE,2925,0,195,195
25062943,AVIATION INSTITUTE OF MAINTENANCE-DALLAS,3690,0,246,246
25031743,AVIATION INSTITUTE OF MAINTENANCE-HOUSTON,1635,0,109,109
25508014,AVIATION INSTITUTE OF MAINTENANCE-INDIANAPOLIS,1170,0,78,78
25943025,AVIATION INSTITUTE OF MAINTENANCE-KANSAS CITY,1170,0,78,78
25851146,AVIATION INSTITUTE OF MAINTENANCE-MANASSAS,645,0,43,43
25481210,AVIATION INSTITUTE OF MAINTENANCE-ORLANDO,1710,0,114,114
28033438,AVIATION INSTITUTE OF MAINTENANCE-PHILADELPHIA,855,0,57,57
25108943,AVIATOR AIR LLC,45,0,3,3
249C9410,AVIATOR COLLEGE OF AERONAUTICAL SCIENCE AND TECHNOLOGY,375,0,25,25
31000225,AVILA UNIVERSITY,960,0,64,64
15002202,AVTEC-ALASKA'S INSTITUTE OF TECHNOLOGY,360,0,24,24
25155605,AVTECH EXAMS,30,0,2,2
25012530,AVTECH INSTITUTE OF TECHNOLOGY,30,0,2,2
28505618,AYERS CAREER COLLEGE,360,0,24,24
21065810,AZURE COLLEGE-FT LAUDERDALE,120,0,8,8
31950105,AZUSA PACIFIC UNIVERSITY,5340,0,356,356
25367921,B AND B CARPENTARY,15,0,1,1
35111348,B M SPURR SCHOOL OF PRACTICAL NURSING,30,0,2,2
31004021,BABSON COLLEGE,390,0,26,26
20511414,BAC IN-KY APPRENTICESHIP-FORT WAYNE,15,0,1,1
31810036,BACONE COLLEGE,285,0,19,19
21051562,BAGUIO SCHOOL OF BUSINESS AND TECHNOLOGY INC,60,0,4,4
14908411,BAINBRIDGE STATE COLLEGE,585,0,39,39
31864922,BAKER COLLEGE CENTER FOR GRADUATE STUDIES,300,0,20,20
31865122,BAKER COLLEGE OF ALLEN PARK,630,0,42,42
31864422,BAKER COLLEGE OF AUBURN HILLS,510,0,34,34
31864822,BAKER COLLEGE OF CADILLAC,420,0,28,28
31864622,BAKER COLLEGE OF CLINTON TOWNSHIP,900,0,60,60
31864122,BAKER COLLEGE OF FLINT,720,0,48,48
31864722,BAKER COLLEGE OF JACKSON,540,0,36,36
31864322,BAKER COLLEGE OF MUSKEGON,870,0,58,58
31864222,BAKER COLLEGE OF OWOSSO,690,0,46,46
31864522,BAKER COLLEGE OF PORT HURON,105,0,7,7
31865022,BAKER COLLEGE-ONLINE,4320,0,288,288
31801016,BAKER UNIVERSITY,480,0,32,32
31801916,BAKER UNIVERSITY SCHOOL OF PROF AND GRAD STUDIES AND SCHL OF ED GRAD P,1140,0,76,76
31801116,BAKER UNIVERSITY-WICHITA,30,0,2,2
15016005,BAKERSFIELD ADULT SCHOOL,15,0,1,1
14992405,BAKERSFIELD COLLEGE,6540,0,436,436
31047743,BAKKE GRADUATE UNIVERSITY,15,0,1,1
15015605,BALDWIN PARK ADULT & COMMUNITY EDUCATION,105,0,7,7
31000335,BALDWIN WALLACE UNIVERSITY,1995,0,133,133
11918414,BALL STATE UNIVERSITY,6675,0,445,445
14904420,BALTIMORE CITY COMMUNITY COLLEGE,1770,1,117,118
25310538,BALTIMORE SCHOOL OF MASSAGE-YORK,60,0,4,4
28063021,BANCROFT SCHOOL OF MASSAGE THERAPY,15,0,1,1
31100069,BANGKOK UNIVERSITY,195,0,13,13
