dapipid,agencyid,agencyname,programid,programname,sequentialid,actiondescription,actiondate,justificationdescription,justificationother,enddate
107424004,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
107424005,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
107451020,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
107451021,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
107415002,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
107415003,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
107415004,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
107415005,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
107415006,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
107415007,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
107415008,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
107415009,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
107415010,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
107415011,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
107415012,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
107424002,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,2,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
107327006,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,2,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
107327010,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
107372002,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
107372004,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
107372006,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
107372009,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
107248022,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
107248023,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
107248025,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
107248026,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
107248027,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
107257003,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
107257003,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
107257005,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
107257007,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
107257007,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
107257008,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
107257009,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
107275003,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by Institution,
112914002,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
112923028,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by Institution,
112923030,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
112923034,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
112941002,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
112941003,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
112950004,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
112950005,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
112950006,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
112950007,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
112950011,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
112950012,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
112376007,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
112376011,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
112376015,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
112376023,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
112376027,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
112376045,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
112376062,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
112376107,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
112376113,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by Institution,
112376115,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by Institution,
112376121,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
112376122,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
112376123,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
112428002,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Other - Provide unlisted or multiple justifications,HLC extended the reaffirmation date.,
112428004,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Other - Provide unlisted or multiple justifications,HLC extended the reaffirmation date.,
112428005,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Other - Provide unlisted or multiple justifications,HLC extended the reaffirmation date.,
112589003,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by Institution,
113245029,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,2,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113245032,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution,
113245034,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113245037,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113245038,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113245039,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113245040,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113254002,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
113254003,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
113315002,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by Institution,
113315004,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113324005,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by Institution,
113403002,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
113403003,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
113430011,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113458002,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
113467002,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
113476003,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution,
113476009,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by Institution,
113476010,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by Institution,
113476011,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113476018,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by Institution,
113476022,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113476025,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by Institution,
113476026,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113476047,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by Institution,
113476050,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113494003,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
112996002,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Renewal of Accreditation,,Is in compliance with all of the agency's accreditation standards,,
113023005,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113023019,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113023033,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113023034,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by Institution,
113023035,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113023039,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by Institution,
113023047,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by Institution,
113023060,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113023062,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by Institution,
113023063,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by Institution,
113023072,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by Institution,
113023077,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113023082,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113023083,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113023100,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113023101,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113023107,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113023108,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113023113,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113023114,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113023115,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113023116,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113023117,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113041002,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113041021,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113041022,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148009,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148023,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148024,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148026,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148033,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148038,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148042,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Deny Substantive Change: Degree,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148042,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148043,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148046,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148049,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148050,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148053,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148056,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148066,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148067,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148070,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148071,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148074,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148086,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148094,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148095,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148098,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148100,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148123,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148125,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148127,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148129,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by Institution,
113148130,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148131,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148132,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148133,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148134,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148139,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113148140,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113166004,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113166009,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113184002,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908002,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908003,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908004,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908005,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908006,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908007,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908008,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908011,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908012,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908013,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908014,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908015,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908016,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908017,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908018,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908019,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908020,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908021,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908022,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908023,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908024,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908025,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908026,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908029,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908032,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908033,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908036,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908038,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908039,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908040,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908042,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
113908043,4,HIGHER LEARNING COMMISSION,1,Institutional Accreditation,1,Additional Location Closed,,Other - Provide unlisted or multiple justifications,Closed by institution.,
