System Name,Postsecondary Education Complaint System,,,,,,,,,,,,
Report Title,Complaint Cases Summary,,,,,,,,,,,,
Report Date,03/30/2016,,,,,,,,,,,,
,,,,,,,,,,,,,
Date Range (min),01/01/2014,,,,,,,,,,,,
Date Range (max),03/30/2016,,,,,,,,,,,,
 ,,,,,,,,,,,,,
Case ID,Level,Status,Case Owner,School,OPEID,Facility Code,School City,School State,Submitted,Closed,Closed Reason,Issues,Education Benefits
VA4133,Level 3,Closed,"Griffin, Bridget",THE ART INSTITUTE OF CALIFORNIA - INLAND EMPIRE,01647100,21112905,SAN BERNARDINO,CA,2/6/15,5/6/15,Resolved," Other, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA4134,Level 3,Closed,"Griffin, Bridget",ST FRANCIS COLLEGE,00282000,31003832,BROOKLYN,NY,2/6/15,2/10/15,Invalid," Transfer of Credits, Other", Post-9/11 GI Bill (Ch. 33)
VA4135,Level 3,Closed,"Griffin, Bridget",UNIVERSITY OF PHOENIX (MAIN),02098800,21904103,TEMPE,AZ,2/7/15,4/14/15,Resolved," Quality of Education, Grade Policy", Post-9/11 GI Bill (Ch. 33)
VA4136,Level 3,Closed,"Griffin, Bridget","University of South Carolina, Columbia",,,Columbia,SC,2/7/15,3/6/15,Resolved," Other, Refund Issues", Post-9/11 GI Bill (Ch. 33)
VA4137,Level 3,Closed,"Griffin, Bridget",COLORADO TECHNICAL UNIVERSITY ONLINE CAMPUS,01014805,21809306,COLORADO SPRINGS,CO,2/8/15,4/1/15,Resolved, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA4138,Level 3,Closed,"Griffin, Bridget",KEISER UNIVERSITY - FT LAUDERDALE,02151900,31835010,FT LAUDERDALE,FL,2/8/15,5/5/15,Resolved," Quality of Education, Other", Post-9/11 GI Bill (Ch. 33)
VA4139,Level 3,Closed,"Banks, Ursula",ST MARYS UNIVERSITY,00362300,31009743,SAN ANTONIO,TX,2/8/15,4/9/15,Resolved," Quality of Education, Grade Policy, Change in degree plan/requirements", Post-9/11 GI Bill (Ch. 33)
VA4141,Level 3,Closed,"Griffin, Bridget",LOS ANGELES CITY COLLEGE,00122300,149A1405,LOS ANGELES,CA,2/9/15,2/19/15,Resolved, Other, Post-9/11 GI Bill (Ch. 33)
VA4142,Level 3,Closed,"Griffin, Bridget",Retail ready career center,,,Garland,TX,2/9/15,2/10/15,Invalid," Quality of Education, Other", Post-9/11 GI Bill (Ch. 33)
VA4144,Level 3,Closed,"Griffin, Bridget",LE CORDON BLEU COLLEGE OF CULINARY ARTS MIAMI,02616705,249A7410,MIRAMAR,FL,2/9/15,4/1/15,Resolved, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA4145,Level 3,Closed,"Griffin, Bridget",GLENDALE COMMUNITY COLLEGE,00107600,14907403,GLENDALE,AZ,2/9/15,3/6/15,Resolved," Other, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA4146,Level 3,Closed,"Holbrook, Robert",ITT TECHNICAL INSTITUTE-SPRINGFIELD,10732905,21013446,SPRINGFIELD,VA,2/10/15,2/12/15,Resolved," Recruiting/Marketing Practices, Quality of Education, Transfer of Credits, Post-graduation Job Opportunities, Grade Policy, Change in degree plan/requirements, Release of Transcripts, Refund Issues", Post-9/11 GI Bill (Ch. 33)
VA4147,Level 3,Closed,"Griffin, Bridget",IVY TECH COMMUNITY COLLEGE OF INDIANA - LOGANSPORT,00991700,14916614,Logansport,IN,2/10/15,3/25/15,Resolved, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA4148,Level 3,Closed,"Griffin, Bridget",RIVERLAND COMMUNITY COLLEGE,00233500,14958423,AUSTIN,MN,2/10/15,4/13/15,Resolved, Other," Post-9/11 GI Bill (Ch. 33), Federal Financial Aid e.g. Pell Grant and Federal Student Loans"
VA4149,Level 3,Closed,"Griffin, Bridget",COLLEGE OF THE SEQUOIAS,00118600,14942105,VISALIA,CA,2/10/15,3/5/15,Resolved," Accreditation, Grade Policy", Montgomery GI Bill - Active Duty (MGIB) (Ch. 30)
VA4150,Level 3,Closed,"Griffin, Bridget",south west university of visual arts,,,Tucson,AZ,2/10/15,7/10/15,No Response," Other, Refund Issues, Financial Issues (e.g. Tuition/Fee charges)"," Post-9/11 GI Bill (Ch. 33), Montgomery GI Bill - Active Duty (MGIB) (Ch. 30)"
VA4151,Level 3,Closed,"Banks, Ursula",WEBSTER UNIVERSITY - ST LOUIS,00252100,31500925,ST LOUIS,MO,2/10/15,7/2/15,Invalid, Financial Issues (e.g. Tuition/Fee charges)," Tuition Assistance Top-Up, Montgomery GI Bill - Active Duty (MGIB) (Ch. 30)"
VA4152,Level 3,Closed,"Banks, Ursula",STRAYER UNIVERSITY - WOODBRIDGE CAMPUS,00145906,21954546,WOODBRIDGE,VA,2/10/15,9/15/15,Resolved, Change in degree plan/requirements, Post-9/11 GI Bill (Ch. 33)
VA4153,Level 3,Closed,"Griffin, Bridget",HILLSBOROUGH COMMUNITY COLLEGE-DALE MABRY,00787000,14805110,TAMPA,FL,2/10/15,5/26/15,Resolved," Refund Issues, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA4154,Level 3,Closed,"Banks, Ursula",ITT TECHNICAL INSTITUTE - LEVITTOWN,00732949,249E1438,Levittown,PA,2/10/15,2/12/15,Information Only," Recruiting/Marketing Practices, Accreditation", Post-9/11 GI Bill (Ch. 33)
VA4155,Level 3,Closed,"Griffin, Bridget",LUTHER COLLEGE,00187400,31001315,DECORAH,IA,2/10/15,2/12/15,Invalid, Other, Post-9/11 GI Bill (Ch. 33)
VA4156,Level 3,Closed,"Griffin, Bridget",Everest Phoenix online,,,,,2/10/15,4/15/15,Resolved," Student Loans, Quality of Education, Refund Issues"," Veterans Retraining Assistance Program (VRAP), Post-9/11 GI Bill (Ch. 33), Montgomery GI Bill - Active Duty (MGIB) (Ch. 30), Federal Tuition Assistance (TA)"
VA4157,Level 3,Closed,"Griffin, Bridget",LONE STAR COLLEGE SYSTEM,01114500,14974443,HOUSTON,TX,2/10/15,4/1/15,Resolved," Student Loans, Other, Refund Issues", Post-9/11 GI Bill (Ch. 33)
VA4158,Level 3,Closed,"Griffin, Bridget",ACADEMY OF ART UNIVERSITY,00753100,21957105,SAN FRANCISCO,CA,2/10/15,2/20/15,Resolved," Student Loans, Quality of Education, Transfer of Credits, Release of Transcripts, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA4159,Level 3,Closed,"Griffin, Bridget",CREATIVE HAIR STYLING ACADEMY,01150500,25518114,HIGHLAND,IN,2/11/15,2/12/15,Invalid, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA4160,Level 3,Closed,"Griffin, Bridget",St. Louis regional benefit office,,,,,2/11/15,2/12/15,Invalid, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA4161,Level 3,Closed,"Griffin, Bridget",PIKES PEAK COMMUNITY COLLEGE,00889600,14932406,COLORADO SPRINGS,CO,2/11/15,3/20/15,Resolved, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA4162,Level 3,Closed,"Banks, Ursula",DEVRY INSTITUTE OF TECHNOLOGY ADDISON,01072715,21913113,ADDISON,IL,2/12/15,9/9/15,Resolved, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA4163,Level 3,Closed,"Banks, Ursula",ATLANTA INSTITUTE OF MUSIC,,25018011,Duluth,GA,2/12/15,7/16/15,Invalid," Refund Issues, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA4164,Level 3,Closed,"Griffin, Bridget",TECHNICAL COLLEGE OF THE LOWCOUNTRY,00991000,14940440,BEAUFORT,SC,2/12/15,3/20/15,Resolved, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA4167,Level 3,Closed,"Griffin, Bridget",BROOKLYN COLLEGE,00268700,11006132,BROOKLYN,NY,2/12/15,4/13/15,Resolved, Other, Post-9/11 GI Bill (Ch. 33)
VA4168,Level 3,Closed,"Griffin, Bridget",UNIVERSITY OF NORTH CAROLINA @ GREENSBORO,00297600,11001733,GREENSBORO,NC,2/13/15,3/3/15,Resolved," Transfer of Credits, Change in degree plan/requirements, Other", Survivors &amp; Dependents Assistance  (DEA) (Ch. 35)
VA4169,Level 3,Closed,"Griffin, Bridget",NEW YORK CITY POLICE DEPT. - POLICE ACADEMY,,10N33532,NEW YOK,NY,2/13/15,2/17/15,Information Only, Other, Post-9/11 GI Bill (Ch. 33)
VA4170,Level 3,Closed,"Holbrook, Robert",DEVRY UNIVERSITY (POMONA),01072706,21801005,POMONA,CA,2/13/15,4/27/15,Resolved, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA4171,Level 3,Closed,"Holbrook, Robert",PROTEGE ACADEMY,,25203922,EAST LANSING,MI,2/14/15,4/20/15,Resolved, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA4172,Level 3,Closed,"Banks, Ursula",FLORIDA TECHNICAL COLLEGE-DELAND,02218700,24811210,DELAND,FL,2/15/15,2/18/15,Invalid," Recruiting/Marketing Practices, Student Loans, Quality of Education, Transfer of Credits, Accreditation, Post-graduation Job Opportunities, Refund Issues", Montgomery GI Bill - Active Duty (MGIB) (Ch. 30)
VA4173,Level 3,Closed,"Holbrook, Robert",UNIVERSITY OF PHOENIX-ONLINE,12098850,21907103,Tempe,AZ,2/16/15,5/27/15,Resolved," Recruiting/Marketing Practices, Student Loans, Quality of Education, Accreditation, Post-graduation Job Opportunities, Change in degree plan/requirements, Financial Issues (e.g. Tuition/Fee charges)"," Tuition Assistance Top-Up, Federal Tuition Assistance (TA), Federal Financial Aid e.g. Pell Grant and Federal Student Loans"
VA4175,Level 3,Closed,"Banks, Ursula",EVERGLADES UNIVERSITY,03108500,31827010,BOCA RATON,FL,2/16/15,10/18/15,Resolved," Recruiting/Marketing Practices, Change in degree plan/requirements, Release of Transcripts", Post-9/11 GI Bill (Ch. 33)
VA4176,Level 3,Closed,"Griffin, Bridget",UNIVERSIDAD DEL TURABO,01171900,31902163,GURABO,PR,2/17/15,5/1/15,Resolved," Quality of Education, Accreditation"," Post-9/11 GI Bill (Ch. 33), Montgomery GI Bill - Active Duty (MGIB) (Ch. 30)"
VA4177,Level 3,Closed,"Griffin, Bridget",CUMBERLAND COUNTY COLLEGE,00260100,14916130,Vineland,NJ,2/17/15,2/18/15,Resolved, Other, Post-9/11 GI Bill (Ch. 33)
VA4178,Level 3,Closed,"Griffin, Bridget",ART INSTITUTE OF CALIFORNIA-HOLLYWOOD,03125400,21114105,North Hollywood,CA,2/17/15,4/21/15,Resolved," Quality of Education, Grade Policy", Vocational Rehabilitation and Employment (VR&amp;E) (Ch. 31)
VA4179,Level 3,Closed,"Griffin, Bridget",GRANTHAM UNIVERSITY,,21125925,KANSAS CITY,MO,2/17/15,5/5/15,Resolved," Refund Issues, Financial Issues (e.g. Tuition/Fee charges)"," Post-9/11 GI Bill (Ch. 33), Montgomery GI Bill - Active Duty (MGIB) (Ch. 30)"
VA4180,Level 3,Closed,"Holbrook, Robert",WESTWOOD COLLEGE-DUPAGE CAMPUS,03079200,21985313,WOODRIDGE,IL,2/17/15,4/20/15,Resolved," Recruiting/Marketing Practices, Quality of Education, Transfer of Credits, Accreditation", Post-9/11 GI Bill (Ch. 33)
VA4182,Level 3,Closed,"Holbrook, Robert",ECPI UNIVERSITY-NEWPORT NEWS,01019800,21953546,NEWPORT NEWS,VA,2/17/15,5/26/15,Resolved," Quality of Education, Other", Post-9/11 GI Bill (Ch. 33)
VA4183,Level 3,Closed,"Banks, Ursula","TRUCK DRIVER INSTITUTE, INC",,25018642,MURFREESBORO,TN,2/17/15,12/14/15,Information Only, Quality of Education, Post-9/11 GI Bill (Ch. 33)
VA4185,Level 3,Closed,"Banks, Ursula",MISSOURI STATE UNIVERSITY-SPRINGFIELD,00250300,13960125,SPRINGFIELD,MO,2/17/15,2/18/15,Invalid, Other, Post-9/11 GI Bill (Ch. 33)
VA4186,Level 3,Closed,"Griffin, Bridget",MEDIA TECH INSTITUTE,,25183305,OCEANSIDE,CA,2/18/15,6/3/15,No Response," Quality of Education, Post-graduation Job Opportunities", Post-9/11 GI Bill (Ch. 33)
VA4187,Level 3,Closed,"Griffin, Bridget",UNIVERSITY OF DENVER,00137100,31814106,DENVER,CO,2/18/15,4/13/15,Resolved," Quality of Education, Refund Issues, Financial Issues (e.g. Tuition/Fee charges)"," Post-9/11 GI Bill (Ch. 33), Federal Financial Aid e.g. Pell Grant and Federal Student Loans"
VA4188,Level 3,Closed,"Griffin, Bridget",CAMPBELL UNIVERSITY-CAMP LEJEUNE,00291300,31801633,CAMP LEJEUNE,NC,2/18/15,2/18/15,Information Only, Other, Post-9/11 GI Bill (Ch. 33)
VA4189,Level 3,Closed,"Griffin, Bridget",WAYNE STATE UNIVERSITY,00232900,11985122,DETROIT,MI,2/18/15,2/18/15,Information Only, Other, Post-9/11 GI Bill (Ch. 33)
VA4191,Level 3,Closed,"Banks, Ursula",ITT TECHNICAL INSTITUTE-LOUISVILLE,00732965,21923117,Louisville,KY,2/18/15,11/3/15,Information Only," Refund Issues, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA4192,Level 3,Closed,"Banks, Ursula",COLLEGE OF SOUTHERN MARYLAND,00206400,14912420,LA PLATA,MD,2/18/15,6/1/15,Resolved," Transfer of Credits, Accreditation, Release of Transcripts, Other", Vocational Rehabilitation and Employment (VR&amp;E) (Ch. 31)
VA4193,Level 3,Closed,"Banks, Ursula",CALIFORNIA STATE UNIV-DOMINGUEZ HILLS,00114100,11923105,CARSON,CA,2/18/15,1/27/16,Resolved, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA4194,Level 3,Closed,"Griffin, Bridget",AMERICAN INTERCONTINENTAL UNIVERSITY-ONLINE,02113600,21805413,SCHAUMBURG,IL,2/18/15,9/23/15,Resolved," Transfer of Credits, Accreditation, Release of Transcripts, Other", Vocational Rehabilitation and Employment (VR&amp;E) (Ch. 31)
VA4195,Level 3,Closed,"Holbrook, Robert",HARDIN SIMMONS UNIVERSITY,00357100,31004543,ABILENE,TX,2/18/15,5/26/15,Resolved," Quality of Education, Other, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA4196,Level 3,Closed,"Griffin, Bridget",Employer:  U.S. Navy,,,Camp Springs,MD,2/18/15,2/19/15,Information Only, Other, Post-9/11 GI Bill (Ch. 33)
VA4198,Level 3,Closed,"Griffin, Bridget",CORAL SPRINGS FIRE ACADEMY AND FIRE DEPARTMENT TRAINING,,15480310,CORAL SPRINGS,FL,2/18/15,2/19/15,Information Only," Quality of Education, Accreditation, Release of Transcripts", Survivors &amp; Dependents Assistance  (DEA) (Ch. 35)
VA4200,Level 3,Closed,"Holbrook, Robert",NORTHWEST UNIVERSITY-SACRAMENTO,01212000,31936105,SACRAMENTO,CA,2/19/15,8/6/15,Resolved, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA4201,Level 3,Closed,"Holbrook, Robert",MERCY COLLEGE,00277200,31815032,DOBBS FERRY,NY,2/19/15,8/6/15,Resolved, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA4202,Level 3,Closed,"Banks, Ursula",MERCY COLLEGE,00277200,31815032,DOBBS FERRY,NY,2/19/15,1/21/16,No Response, Recruiting/Marketing Practices, Post-9/11 GI Bill (Ch. 33)
VA4203,Level 3,Closed,"Holbrook, Robert",UNIVERSITY OF PHOENIX-ONLINE,12098850,21907103,Tempe,AZ,2/19/15,5/27/15,Resolved," Change in degree plan/requirements, Refund Issues, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA4204,Level 3,Closed,"Holbrook, Robert",MERCY COLLEGE,00277200,31815032,DOBBS FERRY,NY,2/19/15,5/26/15,Resolved, Other, Post-9/11 GI Bill (Ch. 33)
VA4205,Level 3,Closed,"Banks, Ursula",CUNY LAGUARDIA COMMUNITY COLLEGE,01005100,14992432,LONG ISLAND CITY,NY,2/19/15,2/20/15,Information Only, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA4206,Level 3,Closed,"Griffin, Bridget",UNIVERSITY OF PHOENIX-ONLINE,12098850,21907103,Tempe,AZ,2/19/15,3/11/15,Resolved, Grade Policy, Montgomery GI Bill - Active Duty (MGIB) (Ch. 30)
VA4207,Level 3,Closed,"Griffin, Bridget",UNIVERSITY OF NEW ENGLAND,00205000,31001219,Biddeford,ME,2/19/15,4/13/15,Resolved, Financial Issues (e.g. Tuition/Fee charges), Vocational Rehabilitation and Employment (VR&amp;E) (Ch. 31)
VA4208,Level 3,Closed,"Griffin, Bridget",TECHNICAL COLLEGE OF THE LOWCOUNTRY,00991000,14940440,BEAUFORT,SC,2/19/15,2/20/15,Invalid," Quality of Education, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA4209,Level 3,Closed,"Griffin, Bridget",ROBERT MORRIS UNIVERSITY,00335900,31969138,MOON TOWNSHIP,PA,2/19/15,2/23/15,Resolved, Financial Issues (e.g. Tuition/Fee charges), Federal Financial Aid e.g. Pell Grant and Federal Student Loans
VA4211,Level 3,Closed,"Griffin, Bridget",ROBERT MORRIS UNIVERSITY,00335900,31969138,MOON TOWNSHIP,PA,2/20/15,2/24/15,Invalid, Financial Issues (e.g. Tuition/Fee charges), Federal Financial Aid e.g. Pell Grant and Federal Student Loans
VA4212,Level 3,Closed,"McAllister, Linda",LONDON BUSINESS SCHOOL,02095500,31018074,"LONDON, NW1 4SA",,2/20/15,2/26/15,Resolved," Other, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA4213,Level 3,Closed,"Holbrook, Robert",LINCOLN COLLEGE OF TECHNOLOGY,00754700,24910406,DENVER,CO,2/20/15,5/13/15,Resolved, Quality of Education, Post-9/11 GI Bill (Ch. 33)
VA4214,Level 3,Closed,"Holbrook, Robert",BELMONT UNIVERSITY,00347900,31005142,NASHVILLE,TN,2/20/15,2/25/15,Invalid, Other, Federal Financial Aid e.g. Pell Grant and Federal Student Loans
VA4215,Level 3,Closed,"Holbrook, Robert",TEXAS TECH UNIVERSITY,00364400,11030043,LUBBOCK,TX,2/20/15,2/25/15,Invalid, Other, Survivors &amp; Dependents Assistance  (DEA) (Ch. 35)
VA4216,Level 3,Closed,"Griffin, Bridget",CUNY LAGUARDIA COMMUNITY COLLEGE,01005100,14992432,LONG ISLAND CITY,NY,2/20/15,3/3/15,Resolved, Other, Post-9/11 GI Bill (Ch. 33)
VA4217,Level 3,Closed,"Griffin, Bridget",DADE MEDICAL COLLEGE-HOMESTEAD,03832302,24841210,HOMESTEAD,FL,2/20/15,4/30/15,Resolved," Transfer of Credits, Accreditation, Release of Transcripts, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA4218,Level 3,Closed,"Griffin, Bridget",OKLAHOMA CITY UNIVERSITY,00316600,31909136,OKLAHOMA CITY,OK,2/21/15,2/24/15,Resolved, Financial Issues (e.g. Tuition/Fee charges), Reserve Educational Assistance Program (REAP) (Ch. 1607)
VA4219,Level 3,Closed,"Griffin, Bridget",TROY UNIVERSITY,00104700,11800001,TROY,AL,2/22/15,3/26/15,Resolved," Change in degree plan/requirements, Other", Post-9/11 GI Bill (Ch. 33)
VA4220,Level 3,Closed,"Holbrook, Robert",HARRISBURG AREA COMMUNITY COLLEGE,00327300,14925438,Lancaster,PA,2/22/15,4/20/15,Resolved, Other," Post-9/11 GI Bill (Ch. 33), Vocational Rehabilitation and Employment (VR&amp;E) (Ch. 31)"
VA4221,Level 3,Closed,"Holbrook, Robert",UNIVERSITY OF SOUTH CAROLINA-COLUMBIA,00344800,11800940,COLUMBIA,SC,2/23/15,2/25/15,Invalid, Financial Issues (e.g. Tuition/Fee charges), Survivors &amp; Dependents Assistance  (DEA) (Ch. 35)
VA4223,Level 3,Closed,"Banks, Ursula",GRAND CANYON UNIVERSITY,00107400,21006103,PHOENIX,AZ,2/23/15,11/19/15,Resolved," Refund Issues, Financial Issues (e.g. Tuition/Fee charges)"," Post-9/11 GI Bill (Ch. 33), Survivors &amp; Dependents Assistance  (DEA) (Ch. 35)"
VA4224,Level 3,Closed,"Banks, Ursula",BRIGHAM YOUNG UNIVERSITY,00367000,31920144,PROVO,UT,2/23/15,5/20/15,Resolved," Other, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA4225,Level 3,Closed,"Banks, Ursula",REMINGTON COLLEGE-MEMPHIS CAMPUS,02605501,31904042,MEMPHIS,TN,2/24/15,6/29/15,Resolved," Grade Policy, Other", Post-9/11 GI Bill (Ch. 33)
VA4226,Level 3,Closed,"Griffin, Bridget",NORTH CAROLINA A&T STATE UNIVERSITY,00290500,11002733,GREENSBORO,NC,2/24/15,2/24/15,Invalid, Other, Veterans Retraining Assistance Program (VRAP)
VA4227,Level 3,Closed,"Banks, Ursula",EMORY UNIVERSITY,00156400,31904111,ATLANTA,GA,2/24/15,5/21/15,Resolved," Accreditation, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA4228,Level 3,Closed,"Griffin, Bridget",Southwest University of Visual Arts,,,Albuquerque,NM,2/25/15,5/19/15,Resolved, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA4229,Level 3,Closed,"Griffin, Bridget",OHIO TECHNICAL COLLEGE,01174500,249D4435,CLEVELAND,OH,2/25/15,9/14/15,Resolved," Recruiting/Marketing Practices, Quality of Education, Change in degree plan/requirements, Other", Post-9/11 GI Bill (Ch. 33)
VA4230,Level 3,Closed,"Banks, Ursula",EASTERN FLORIDA STATE COLLEGE,00147000,119D1110,COCOA,FL,2/25/15,2/26/15,Invalid," Change in degree plan/requirements, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA4231,Level 3,Closed,"Holbrook, Robert",LAMAR UNIVERSITY,00358100,119G3143,BEAUMONT,TX,2/25/15,4/20/15,Resolved," Quality of Education, Refund Issues, Financial Issues (e.g. Tuition/Fee charges)"," Post-9/11 GI Bill (Ch. 33), Federal Financial Aid e.g. Pell Grant and Federal Student Loans"
VA4232,Level 3,Closed,"Holbrook, Robert",UNIVERSAL TECHNICAL INSTITUTE-MMI PHOENIX,02100500,25003303,Phoenix,AZ,2/25/15,5/26/15,Resolved, Change in degree plan/requirements, Post-9/11 GI Bill (Ch. 33)
VA4233,Level 3,Closed,"Banks, Ursula",SOUTH UNIVERSITY-WEST PALM BEACH,01303904,21057510,Royal Palm Beach,FL,2/25/15,5/21/15,Resolved," Quality of Education, Other", Post-9/11 GI Bill (Ch. 33)
VA4234,Level 3,Closed,"Banks, Ursula",PIMA COMMUNITY COLLEGE,00726600,14904403,TUCSON,AZ,2/25/15,2/23/16,Resolved, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA4235,Level 3,Closed,"Griffin, Bridget",LINCOLN COLLEGE OF TECHNOLOGY-COLUMBIA,00793600,21400020,Columbia,MD,2/26/15,6/4/15,Resolved, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA4236,Level 3,Closed,"Griffin, Bridget",ECPI UNIVERSITY-NORTH CHARLESTON,01019800,24942440,NORTH CHARLESTON,SC,2/26/15,4/27/15,Resolved," Quality of Education, Transfer of Credits, Accreditation, Grade Policy, Other", Post-9/11 GI Bill (Ch. 33)
VA4237,Level 3,Closed,"Griffin, Bridget",MERCER COUNTY COMMUNITY COLLEGE,00474000,14911130,Trenton,NJ,2/27/15,5/5/15,Resolved," Change in degree plan/requirements, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA4239,Level 3,Closed,"Griffin, Bridget",CHEMEKETA COMMUNITY COLLEGE,00321800,14916437,Salem,OR,2/28/15,3/3/15,Invalid," Student Loans, Quality of Education, Grade Policy, Release of Transcripts, Other, Refund Issues, Financial Issues (e.g. Tuition/Fee charges)", Federal Financial Aid e.g. Pell Grant and Federal Student Loans
VA4240,Level 3,Closed,"Holbrook, Robert",CHEMEKETA COMMUNITY COLLEGE,00321800,14916437,Salem,OR,2/28/15,4/14/15,Resolved," Student Loans, Quality of Education, Grade Policy, Change in degree plan/requirements, Release of Transcripts, Other, Refund Issues, Financial Issues (e.g. Tuition/Fee charges)"," Vocational Rehabilitation and Employment (VR&amp;E) (Ch. 31), Federal Financial Aid e.g. Pell Grant and Federal Student Loans"
VA4241,Level 3,Closed,"Holbrook, Robert",LAMAR UNIVERSITY,00358100,119G3143,BEAUMONT,TX,2/28/15,4/20/15,Resolved," Refund Issues, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA4242,Level 3,Closed,"Whitener, Charron",Southern Careers Institute,,,San Antonio,TX,2/28/15,10/5/15,Invalid," Recruiting/Marketing Practices, Quality of Education, Transfer of Credits, Accreditation, Grade Policy, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
VA4243,Level 3,Closed,"Banks, Ursula",PIMA COMMUNITY COLLEGE,00726600,14904403,TUCSON,AZ,3/1/15,2/23/16,Resolved," Release of Transcripts, Other, Financial Issues (e.g. Tuition/Fee charges)", Montgomery GI Bill - Active Duty (MGIB) (Ch. 30)
VA4244,Level 3,Closed,"Banks, Ursula",LE CORDON BLEU COLLEGE OF CULINARY ARTS-SCOTTSDALE,02616700,21005303,SCOTTSDALE,AZ,3/2/15,1/21/16,No Response, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA4245,Level 3,Closed,"Banks, Ursula",KAPLAN UNIVERSITY-FT LAUDERDALE,00458600,21060410,Ft Lauderdale,FL,3/2/15,3/3/15,Invalid, Financial Issues (e.g. Tuition/Fee charges)," Post-9/11 GI Bill (Ch. 33), Montgomery GI Bill - Active Duty (MGIB) (Ch. 30)"
VA4246,Level 3,Closed,"Griffin, Bridget",COLUMBUS STATE UNIVERSITY,00156100,11927111,Columbus,GA,3/2/15,3/3/15,Information Only, Financial Issues (e.g. Tuition/Fee charges), Post-9/11 GI Bill (Ch. 33)
VA4247,Level 3,Closed,"Griffin, Bridget",REGIS UNIVERSITY,00136300,31917106,DENVER,CO,3/2/15,3/3/15,Invalid," Other, Refund Issues, Financial Issues (e.g. Tuition/Fee charges)"," Post-9/11 GI Bill (Ch. 33), Federal Financial Aid e.g. Pell Grant and Federal Student Loans"
VA4248,Level 3,Closed,"Griffin, Bridget",Debt Management Center Veterans Affairs,,,"Fort Snelling,",MN,3/2/15,3/3/15,Invalid," Post-graduation Job Opportunities, Other", Post-9/11 GI Bill (Ch. 33)
VA4249,Level 3,Closed,"Griffin, Bridget",WESTERN GOVERNORS UNIVERSITY,03339400,31002144,SALT LAKE CITY,UT,3/2/15,3/3/15,Invalid," Refund Issues, Financial Issues (e.g. Tuition/Fee charges)", Post-9/11 GI Bill (Ch. 33)
